case_id,material_changing,group_changing,slope_up,cut_time
case_2093,1,2,-0.19967,0.2276
case_2094,3,1,-0.01673,0.2638
case_2095,1,2,-0.12936,0.2694
case_2096,1,1,-0.06777,0.2094
case_2097,3,2,-0.25101,0.2000
case_2098,3,1,-0.27363,0.1052
case_2099,1,1,-0.12497,0.1630
case_2100,3,1,-0.21301,0.3139
case_2101,3,1,-0.28749,0.2724
case_2102,3,1,-0.09703,0.3627
case_2103,1,2,-0.27481,0.1245
case_2104,3,1,-0.18201,0.1316
case_2105,1,2,-0.23973,0.2626
case_2106,3,1,-0.26229,0.1797
case_2107,3,2,-0.05769,0.3839
case_2108,1,2,-0.05088,0.3319
case_2109,1,2,-0.21285,0.3684
case_2110,1,1,-0.13396,0.1133
case_2111,1,1,-0.27239,0.3793
case_2112,3,2,-0.08592,0.3711
case_2113,1,2,-0.14121,0.3741
case_2114,3,2,-0.15939,0.2448
case_2115,3,1,-0.24336,0.1688
case_2116,3,1,-0.24134,0.1525
case_2117,3,1,-0.06127,0.1244
case_2118,3,2,-0.14729,0.3611
case_2119,1,2,-0.18720,0.1277
case_2120,1,2,-0.01284,0.1898
case_2121,1,2,-0.29740,0.3650
case_2122,3,2,-0.25339,0.3896
case_2123,3,2,-0.06705,0.2449
case_2124,3,1,-0.20087,0.3669
case_2125,3,1,-0.23534,0.2367
case_2126,1,1,-0.01965,0.1755
case_2127,1,1,-0.27669,0.3533
case_2128,1,2,-0.17406,0.1715
case_2129,3,2,-0.10967,0.1535
case_2130,1,1,-0.02285,0.2605
case_2131,3,2,-0.03973,0.1053
case_2132,1,1,-0.18038,0.1179
case_2133,1,2,-0.05970,0.3263
case_2134,3,2,-0.04641,0.3430
case_2135,3,1,-0.24426,0.3320
case_2136,3,2,-0.23268,0.3482
case_2137,1,2,-0.04618,0.3682
case_2138,1,1,-0.09793,0.2520
case_2139,3,1,-0.24512,0.1307
case_2140,1,1,-0.21847,0.3519
case_2141,1,2,-0.11147,0.2853
case_2142,1,1,-0.01384,0.2900
case_2143,1,1,-0.24327,0.3563
case_2144,1,1,-0.03510,0.1161
case_2145,3,1,-0.03934,0.2277
case_2146,3,1,-0.14065,0.1934
case_2147,1,2,-0.23943,0.1492
case_2148,3,1,-0.11752,0.1352
case_2149,3,1,-0.24102,0.3190
case_2150,1,2,-0.12787,0.1327
case_2151,1,2,-0.01338,0.2539
case_2152,1,2,-0.11795,0.3083
case_2153,1,2,-0.12406,0.1977
case_2154,3,2,-0.18449,0.2146
case_2155,1,2,-0.08490,0.3806
case_2156,1,2,-0.09392,0.2128
case_2157,3,1,-0.10999,0.2085
case_2158,3,1,-0.01523,0.1750
case_2159,3,2,-0.24213,0.2965
case_2160,1,2,-0.17555,0.2165
case_2161,1,1,-0.10863,0.2561
case_2162,1,2,-0.15529,0.1076
case_2163,1,1,-0.27527,0.1288
case_2164,3,2,-0.29926,0.2263
case_2165,3,2,-0.13928,0.2545
case_2166,1,1,-0.03645,0.2560
case_2167,3,1,-0.21730,0.2051
case_2168,1,2,-0.17247,0.2698
case_2169,3,1,-0.28233,0.3512
case_2170,1,2,-0.02304,0.2986
case_2171,1,1,-0.22473,0.1232
case_2172,3,1,-0.13459,0.2036
case_2173,3,2,-0.28627,0.3521
case_2174,3,2,-0.23313,0.1868
case_2175,3,1,-0.14348,0.1333
case_2176,3,2,-0.04324,0.2667
case_2177,3,2,-0.14322,0.1116
case_2178,3,1,-0.29895,0.1972
case_2179,1,1,-0.07664,0.1956
case_2180,1,2,-0.01884,0.1656
case_2181,3,2,-0.15070,0.1387
case_2182,3,1,-0.13598,0.1771
case_2183,3,1,-0.18322,0.3718
case_2184,3,1,-0.19443,0.2198
case_2185,3,1,-0.13893,0.1999
case_2186,1,1,-0.07670,0.2410
case_2187,3,2,-0.27831,0.2780
case_2188,3,2,-0.02267,0.1471
case_2189,3,1,-0.23130,0.2772
case_2190,3,1,-0.22958,0.2447
case_2191,3,2,-0.16199,0.3446
case_2192,3,1,-0.21361,0.3027
case_2193,3,2,-0.04799,0.2279
case_2194,3,1,-0.11412,0.1944
case_2195,3,1,-0.25915,0.1250
case_2196,3,1,-0.03597,0.3849
case_2197,1,1,-0.09189,0.3709
case_2198,3,1,-0.03733,0.2657
case_2199,1,1,-0.25291,0.3730
case_2200,3,2,-0.22618,0.1791
case_2201,3,1,-0.12671,0.3322
case_2202,1,1,-0.04052,0.1730
case_2203,3,2,-0.05824,0.2033
case_2204,3,1,-0.03067,0.1718
case_2205,3,2,-0.19940,0.3721
case_2206,1,2,-0.27769,0.3459
case_2207,1,2,-0.17773,0.3120
case_2208,1,1,-0.06768,0.1253
case_2209,1,1,-0.06664,0.1700
case_2210,3,1,-0.10895,0.1372
case_2211,3,1,-0.21746,0.1286
case_2212,1,2,-0.28696,0.3644
case_2213,3,1,-0.12821,0.2469
case_2214,3,2,-0.11563,0.3157
case_2215,3,1,-0.23546,0.1817
case_2216,1,1,-0.13290,0.3412
case_2217,3,1,-0.01153,0.3025
case_2218,3,1,-0.15420,0.1302
case_2219,1,1,-0.10632,0.3188
case_2220,3,2,-0.28940,0.2512
case_2221,3,1,-0.14968,0.2678
case_2222,3,1,-0.17015,0.2875
case_2223,1,2,-0.23476,0.3154
case_2224,3,1,-0.07836,0.2272
case_2225,1,2,-0.25320,0.2464
case_2226,1,1,-0.12231,0.2192
case_2227,3,1,-0.19097,0.3150
case_2228,1,2,-0.03269,0.3622
case_2229,3,2,-0.07264,0.2232
case_2230,3,1,-0.26411,0.1532
case_2231,1,1,-0.12089,0.1351
case_2232,3,2,-0.09049,0.3376
case_2233,1,2,-0.20826,0.2047
case_2234,3,1,-0.27184,0.1194
case_2235,3,2,-0.21350,0.3840
case_2236,1,1,-0.08403,0.3199
case_2237,1,1,-0.25000,0.3942
case_2238,1,2,-0.18478,0.3801
case_2239,3,1,-0.23877,0.1016
case_2240,3,1,-0.21177,0.3213
case_2241,1,1,-0.07214,0.1530
case_2242,1,2,-0.18085,0.3382
case_2243,3,1,-0.26269,0.3357
case_2244,1,1,-0.21941,0.1077
case_2245,3,2,-0.19016,0.1625
case_2246,3,1,-0.03543,0.2239
case_2247,3,2,-0.10288,0.1391
case_2248,3,2,-0.02668,0.1662
case_2249,1,1,-0.07383,0.1693
case_2250,1,2,-0.28450,0.1014
case_2251,1,2,-0.13277,0.1854
case_2252,3,2,-0.15355,0.1407
case_2253,1,1,-0.25361,0.1923
case_2254,1,2,-0.21370,0.2110
case_2255,3,2,-0.12326,0.3583
case_2256,3,1,-0.21340,0.2541
case_2257,1,1,-0.29277,0.1450
case_2258,3,1,-0.09239,0.3673
case_2259,3,1,-0.12090,0.3652
case_2260,3,2,-0.10593,0.2838
case_2261,1,2,-0.27084,0.3930
case_2262,3,1,-0.03366,0.2501
case_2263,1,2,-0.18376,0.2454
case_2264,3,1,-0.29324,0.3822
case_2265,3,1,-0.04098,0.2233
case_2266,1,2,-0.10689,0.3736
case_2267,3,1,-0.10901,0.3894
case_2268,1,1,-0.11403,0.2085
case_2269,3,2,-0.19246,0.2316
case_2270,3,2,-0.24898,0.2523
case_2271,3,1,-0.18549,0.1733
case_2272,1,1,-0.15626,0.1842
case_2273,1,2,-0.01197,0.3578
case_2274,3,1,-0.04121,0.2385
case_2275,1,2,-0.10280,0.3442
case_2276,3,1,-0.11712,0.3102
case_2277,3,1,-0.12953,0.3305
case_2278,3,2,-0.02633,0.2707
case_2279,3,1,-0.28820,0.2400
case_2280,1,1,-0.18387,0.3264
case_2281,1,1,-0.04202,0.3150
case_2282,3,2,-0.13330,0.3973
case_2283,3,2,-0.28305,0.2475
case_2284,1,1,-0.08764,0.1432
case_2285,3,1,-0.22257,0.1761
case_2286,3,1,-0.28281,0.2099
case_2287,1,1,-0.11522,0.1886
case_2288,1,1,-0.23164,0.3004
case_2289,3,2,-0.06029,0.2292
case_2290,3,2,-0.11874,0.3459
case_2291,3,2,-0.26210,0.2004
case_2292,3,2,-0.26352,0.1614
case_2293,1,2,-0.10357,0.1927
case_2294,1,1,-0.16085,0.2132
case_2295,3,1,-0.04364,0.3293
case_2296,3,2,-0.17051,0.2947
case_2297,1,2,-0.24717,0.3804
case_2298,1,1,-0.07573,0.2954
case_2299,1,1,-0.29865,0.3500
case_2300,3,1,-0.09078,0.3246
case_2301,1,2,-0.05454,0.2771
case_2302,3,2,-0.07141,0.3762
case_2303,1,1,-0.17748,0.3631
case_2304,1,2,-0.19180,0.1861
case_2305,1,2,-0.14219,0.2143
case_2306,1,1,-0.06679,0.3376
case_2307,3,2,-0.08148,0.1369
case_2308,3,1,-0.09740,0.2549
case_2309,1,2,-0.03487,0.3339
case_2310,1,1,-0.09140,0.3421
case_2311,3,2,-0.27111,0.3162
case_2312,1,1,-0.24980,0.3272
case_2313,3,2,-0.16776,0.1996
case_2314,1,2,-0.15635,0.2613
case_2315,1,1,-0.14895,0.3968
case_2316,1,2,-0.26455,0.2366
case_2317,1,2,-0.27066,0.1745
case_2318,3,1,-0.22350,0.2130
case_2319,3,1,-0.10328,0.1493
case_2320,3,1,-0.07191,0.1780
case_2321,1,2,-0.07585,0.1298
case_2322,3,1,-0.18557,0.1773
case_2323,3,1,-0.25530,0.2979
case_2324,3,2,-0.03888,0.2061
case_2325,3,1,-0.03657,0.1246
case_2326,1,1,-0.04863,0.3424
case_2327,3,1,-0.23304,0.3348
case_2328,3,2,-0.15833,0.2452
case_2329,3,2,-0.17628,0.3700
case_2330,3,1,-0.18653,0.2108
case_2331,3,1,-0.21120,0.1485
case_2332,3,1,-0.28374,0.3691
case_2333,3,1,-0.23137,0.3891
case_2334,3,2,-0.13627,0.3636
case_2335,1,1,-0.14930,0.2374
case_2336,3,2,-0.04346,0.3031
case_2337,1,1,-0.14333,0.3372
case_2338,3,1,-0.14238,0.1393
case_2339,1,2,-0.25190,0.2117
case_2340,3,1,-0.27716,0.2864
case_2341,1,1,-0.21133,0.2328
case_2342,1,1,-0.17394,0.2679
case_2343,3,2,-0.04533,0.3585
case_2344,1,1,-0.15733,0.3716
case_2345,1,2,-0.17005,0.3737
case_2346,3,1,-0.19702,0.2748
case_2347,3,1,-0.26168,0.3527
case_2348,1,1,-0.03301,0.2331
case_2349,1,2,-0.06755,0.1577
case_2350,3,1,-0.14958,0.1949
case_2351,1,2,-0.10296,0.3170
case_2352,1,1,-0.29251,0.3685
case_2353,1,1,-0.10714,0.2526
case_2354,3,2,-0.26706,0.3686
case_2355,3,2,-0.17162,0.1702
case_2356,1,1,-0.16447,0.2037
case_2357,1,1,-0.25899,0.1815
case_2358,3,2,-0.04508,0.3976
case_2359,3,2,-0.23854,0.3428
case_2360,1,2,-0.08543,0.3354
case_2361,3,1,-0.25857,0.2686
case_2362,3,2,-0.07485,0.2879
case_2363,1,1,-0.26968,0.1710
case_2364,1,2,-0.19798,0.3017
case_2365,1,2,-0.02889,0.1545
case_2366,3,2,-0.20304,0.2167
case_2367,1,1,-0.16372,0.3063
case_2368,1,1,-0.01559,0.1566
case_2369,1,1,-0.02170,0.2410
case_2370,1,1,-0.25749,0.1587
case_2371,1,1,-0.25794,0.1449
case_2372,1,1,-0.05378,0.3548
case_2373,1,2,-0.02817,0.1138
case_2374,3,1,-0.19193,0.1901
case_2375,1,2,-0.09485,0.3059
case_2376,1,2,-0.01593,0.2404
case_2377,3,1,-0.09660,0.2270
case_2378,3,2,-0.16399,0.3255
case_2379,1,1,-0.27539,0.1309
case_2380,1,1,-0.29306,0.2398
case_2381,3,2,-0.14786,0.2202
case_2382,1,1,-0.17583,0.2164
case_2383,3,2,-0.05732,0.2212
case_2384,3,2,-0.27222,0.2610
case_2385,3,1,-0.06868,0.1166
case_2386,3,2,-0.16742,0.1793
case_2387,1,2,-0.27408,0.2544
case_2388,3,1,-0.25683,0.3747
case_2389,3,1,-0.04728,0.1164
case_2390,1,1,-0.03101,0.3453
case_2391,1,2,-0.26198,0.2105
case_2392,1,1,-0.04980,0.3225
case_2393,1,2,-0.23815,0.3452
case_2394,1,2,-0.20517,0.2685
case_2395,3,2,-0.22229,0.1601
case_2396,1,1,-0.22384,0.3195
case_2397,1,1,-0.11968,0.2309
case_2398,3,1,-0.26855,0.1811
case_2399,1,2,-0.16608,0.3959
case_2400,3,1,-0.09547,0.3654
case_2401,3,2,-0.05701,0.1560
case_2402,1,2,-0.14143,0.1080
case_2403,3,1,-0.01507,0.1645
case_2404,3,2,-0.15751,0.1318
case_2405,3,1,-0.28997,0.1380
case_2406,3,2,-0.08519,0.2852
case_2407,1,2,-0.04253,0.3952
case_2408,1,2,-0.13705,0.3312
case_2409,3,2,-0.27557,0.2516
case_2410,3,1,-0.27751,0.3286
case_2411,1,1,-0.07520,0.2382
case_2412,1,1,-0.03245,0.3251
case_2413,3,2,-0.27157,0.1988
case_2414,3,1,-0.27802,0.2600
case_2415,3,1,-0.01027,0.1223
case_2416,3,1,-0.26789,0.2815
case_2417,1,2,-0.28921,0.1845
case_2418,1,1,-0.08679,0.2885
case_2419,1,1,-0.07824,0.1465
case_2420,3,1,-0.02367,0.2475
case_2421,3,2,-0.02903,0.3098
case_2422,3,1,-0.24205,0.3321
case_2423,3,2,-0.14308,0.1152
case_2424,1,1,-0.13443,0.2218
case_2425,3,1,-0.16315,0.3181
case_2426,1,2,-0.26113,0.2716
case_2427,3,2,-0.19227,0.2397
case_2428,1,1,-0.12718,0.1669
case_2429,1,1,-0.27971,0.3056
case_2430,1,2,-0.23181,0.1777
case_2431,3,1,-0.28436,0.1349
case_2432,1,1,-0.06577,0.1203
case_2433,3,1,-0.22503,0.3515
case_2434,3,2,-0.01045,0.1009
case_2435,1,1,-0.21913,0.2785
case_2436,3,2,-0.24314,0.2489
case_2437,3,1,-0.21412,0.1406
case_2438,3,1,-0.03034,0.3543
case_2439,1,1,-0.13348,0.2347
case_2440,3,2,-0.01459,0.3206
case_2441,3,1,-0.26060,0.2387
case_2442,1,1,-0.24967,0.2922
case_2443,3,1,-0.12691,0.1989
case_2444,3,2,-0.11901,0.3481
case_2445,1,2,-0.15655,0.3309
case_2446,1,2,-0.23420,0.3702
case_2447,1,1,-0.04708,0.2598
case_2448,3,1,-0.12533,0.1696
case_2449,1,1,-0.05458,0.3318
case_2450,1,2,-0.28468,0.2750
case_2451,3,2,-0.20714,0.1200
case_2452,1,1,-0.13403,0.3138
case_2453,3,1,-0.24287,0.2210
case_2454,1,1,-0.08758,0.2991
case_2455,3,2,-0.02951,0.1527
case_2456,1,2,-0.24639,0.3733
case_2457,3,1,-0.21425,0.1696
case_2458,3,2,-0.05173,0.1128
case_2459,3,1,-0.12382,0.3761
case_2460,1,2,-0.15905,0.1770
case_2461,3,2,-0.11648,0.1048
case_2462,3,2,-0.02324,0.1635
case_2463,1,1,-0.03316,0.1091
case_2464,3,2,-0.09524,0.3883
case_2465,3,2,-0.08429,0.3479
case_2466,1,1,-0.08559,0.1168
case_2467,3,1,-0.11443,0.1013
case_2468,1,2,-0.23749,0.1269
case_2469,1,2,-0.13749,0.1243
case_2470,1,2,-0.04423,0.3817
case_2471,1,2,-0.16182,0.3843
case_2472,3,1,-0.29149,0.3667
case_2473,1,2,-0.24080,0.1509
case_2474,1,2,-0.07615,0.1418
case_2475,3,1,-0.02897,0.1880
case_2476,3,1,-0.06404,0.3726
case_2477,3,1,-0.28714,0.1331
case_2478,3,1,-0.26949,0.1768
case_2479,3,2,-0.02228,0.2595
case_2480,1,1,-0.05686,0.2307
case_2481,1,1,-0.01019,0.1263
case_2482,3,2,-0.27257,0.2265
case_2483,3,2,-0.21211,0.2574
case_2484,3,2,-0.25151,0.3822
case_2485,3,2,-0.07128,0.3010
case_2486,1,2,-0.09686,0.2533
case_2487,3,1,-0.16079,0.3406
case_2488,1,2,-0.26772,0.1021
case_2489,1,2,-0.26286,0.3695
case_2490,1,1,-0.19875,0.3933
case_2491,3,2,-0.13680,0.1291
case_2492,1,2,-0.21699,0.3917
case_2493,1,1,-0.14197,0.2420
case_2494,3,1,-0.07441,0.2316
case_2495,1,2,-0.07634,0.1521
case_2496,3,2,-0.08036,0.3420
case_2497,1,1,-0.05487,0.3726
case_2498,3,2,-0.19843,0.3253
case_2499,1,2,-0.23634,0.1825
